SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
62.04653644349143,3.7299639975445786,48.184179454973496,23.7951430580141,20.15098911520752,64.55984691286757,10.730028166028177,Fast,97.54292172040486,LiFePO4,407.0,Model A,
54.69033457776275,3.605642222695193,40.30623031301982,34.73274417205694,33.654579816058046,139.79265779529743,12.57698711710777,Fast,96.05364897185818,LiFePO4,266.0,Model A,1.0
45.60801783576118,3.7480878937116455,85.13233053997223,32.1780954995292,28.191261879775322,57.45053715801378,5.5919298551226815,Fast,99.04091199021958,Li-ion,10.0,Model A,1.0
78.45272248978618,4.0510216909536,0.0,26.6850370022332,21.13505189663753,77.40741504641171,15.126538206516958,Fast,99.33017985759354,LiFePO4,178.0,Model A,1.0
52.881030713490915,,24.75616981685429,22.431543091318176,26.26804777990414,75.71034839153661,11.364325458427048,Slow,97.81052512675124,Li-ion,40.0,Model C,1.0
19.48791697344174,4.0592852646891,17.737194610285187,28.220256480692665,24.43529880223209,84.91756692444844,7.821769380873268,Fast,94.86956463592877,LiFePO4,10.0,Model B,1.0
77.87435263588726,3.5340168066702855,60.34546612256571,29.239268999702276,28.669417238429165,77.58092861747492,11.204545038345927,Slow,97.81702709067169,Li-ion,450.0,Model A,1.0
85.06403821547721,3.8391531669700028,69.05649531052501,33.793101375405065,25.408364606496523,89.52009198930253,5.434541905586008,Fast,96.58672776451594,Li-ion,340.0,Model A,3.0
50.92630353664918,4.18896111002214,0.0,19.820088904898903,23.05552468899303,83.04941120720528,12.598758587952847,Slow,97.3278623165254,Li-ion,414.0,Model C,3.0
36.37452674881615,3.6959536766330396,56.42618031878567,29.819075870283857,18.119582826414813,143.38486750674718,15.954172427849755,Fast,96.64128331429411,LiFePO4,484.0,Model C,2.0
74.9698539155286,4.032380007411393,47.33165653836291,32.89283830569866,21.541276450913113,36.908726774061066,8.954791483212839,Slow,97.98183819857014,LiFePO4,369.0,Model A,2.0
56.88313196449219,3.5605813938908937,76.9085807164783,28.502045597683626,20.291856369257037,82.22164991372604,10.599679504247401,Fast,100.0,Li-ion,473.0,Model B,3.0
83.28877429623964,3.9222559386962765,65.0065641477886,26.703850132169833,28.23111549894092,37.33197282299672,13.258921550279435,Fast,99.4241399502301,Li-ion,262.0,Model C,3.0
75.356063441701,4.169850078512005,23.704804585054912,28.10710618706234,21.787308226814247,99.93815883847348,10.382596583738648,Fast,95.28486036619,Li-ion,333.0,Model A,3.0
60.32366049216141,3.5493244985627044,59.63572146309761,36.991410526946176,18.737502157545656,58.003749509411605,10.007897401469275,Slow,100.0,Li-ion,277.0,Model A,1.0
38.37800589254566,3.457877522643042,13.857975300654672,29.94200907128788,22.67859284158621,47.368410290128644,15.086688824291006,Fast,92.59668391571586,LiFePO4,371.0,Model B,2.0
30.287635722677567,3.731051500041584,27.063150882255673,30.558646346658104,22.641031951974224,79.51394287072354,,Fast,96.03871618504735,LiFePO4,159.0,Model B,2.0
75.76777696761307,3.1467510600434183,32.15456848763071,34.420850266742804,26.295237812425196,135.27168971500802,,Slow,99.97727390248546,LiFePO4,278.0,Model B,3.0
34.748890687945426,3.61785415765209,49.73565001346856,27.44186573999596,21.57004471980636,10.0,9.764820770242137,Slow,,Li-ion,207.0,Model A,1.0
76.76801612141593,3.2271176164604816,55.68031028638123,29.868995652686422,28.562345945783314,77.56308847472167,12.202339757183605,Slow,94.78352737601342,Li-ion,332.0,Model A,1.0
58.44165899483323,3.976036601760639,52.626896388643665,33.13046259264232,23.284884596433503,58.97144150434427,10.732139202860484,Fast,100.0,Li-ion,352.0,Model C,3.0
,3.4651983850498485,21.221553421273025,36.44817173368441,22.661476106199125,100.14489387123878,7.699441021728539,Fast,98.92163806174844,LiFePO4,338.0,Model B,2.0
70.86034417789827,4.073129069443908,58.09610721452526,26.712551305961423,31.490532253990224,143.95883075859982,8.741486597508489,Slow,97.07430829287098,Li-ion,387.0,Model B,
38.872826614222845,3.335347632128316,223.19281665547868,18.27681688095279,27.98036527367954,127.58946108306374,9.60715653479603,Slow,97.38650341839154,Li-ion,345.0,Model A,3.0
65.54196508679048,3.8068995290023415,10.498163660693656,37.78171615764509,25.199350255168103,81.71896503803515,13.158222792891998,Slow,94.88132998524453,Li-ion,341.0,Model C,2.0
100.0,4.014889570356863,57.17852463308187,32.88273756276293,31.22772942269009,89.6139474200394,8.960520153744982,Fast,96.72383424413106,LiFePO4,351.0,Model C,3.0
53.879295609292136,4.142937534938123,14.515745964795165,28.106174033898952,26.2497207967879,112.21846762012377,7.1056489399812435,Fast,95.55254326559327,LiFePO4,598.0,Model C,1.0
73.76394505872554,3.8104266834325564,34.5581806122143,32.48100784178659,20.85763531662606,23.485779621130455,14.636916056547523,Slow,93.80916823637955,LiFePO4,215.0,Model C,3.0
62.0757941497268,3.658258232841359,48.806265165955,41.09213245939428,29.915332175907245,78.60576212282865,11.246141604266686,Slow,99.96461837180556,LiFePO4,301.0,Model B,1.0
81.49593099428043,3.5306471033121443,32.06330031920018,29.531347648746426,26.33800848651731,62.37462894863283,14.125503653085321,Slow,96.10513191344657,LiFePO4,248.0,Model B,2.0
42.02154403576124,3.6518637860533887,26.23587892901094,19.428616910188754,27.809738030941666,10.0,8.507731936892034,Fast,96.82384218067887,Li-ion,554.0,Model B,1.0
68.15107383681087,3.751323288692596,38.70276048402014,28.153167040391345,35.63537490135325,54.715916887969584,9.462470691483192,Slow,96.44155892447311,LiFePO4,196.0,Model C,3.0
67.55708348033791,3.5644391666171695,68.43441524093099,27.736687276169484,22.8070590146948,91.33373816383829,9.641057712029584,Fast,100.0,LiFePO4,431.0,Model A,1.0
84.65756395423097,3.518264882588891,45.10490869031524,22.0744962507772,30.20465331425784,77.95221530697258,9.0883646180604,Fast,98.81158820739775,Li-ion,277.0,Model A,2.0
64.4751398698027,4.069754283596334,60.76194237616748,25.780168249566117,36.09758231613127,39.549617106971226,12.525964320839591,Fast,97.84182207711847,Li-ion,239.0,Model A,1.0
25.533613838888016,4.047102655599628,37.14334569436352,34.08521167404527,24.114314759821017,68.70362634993161,10.084728770268269,Fast,98.89056445305748,LiFePO4,66.0,Model A,1.0
85.15673070483314,3.697404224948503,53.810782762400926,28.157150283438476,21.10724622302974,60.037727702617936,10.400664330553157,Fast,97.32394814574133,Li-ion,10.0,Model C,2.0
26.117062366114318,3.773432963865972,63.84855911442155,34.842854148069584,30.974005491551154,10.0,5.528213961241235,Fast,99.27450387760126,Li-ion,325.0,Model C,3.0
57.895444093556335,3.5954853666620634,36.741459293195135,46.802018385633744,27.317990665453106,90.20458638148617,6.869944550424787,Fast,95.51559165508365,Li-ion,15.0,Model A,2.0
32.43178034273416,3.519005074656134,46.53225826787326,33.87593382559878,25.335709933826717,99.07367026366296,11.888744796324568,Fast,95.69394791212059,LiFePO4,156.0,Model C,1.0
45.86597166794723,3.5359978714824836,51.339068618906936,28.236629176409906,27.719904029195007,42.12478884894596,15.553155710299947,Slow,99.20388622920501,Li-ion,10.0,Model A,1.0
48.5328208777746,3.877918372164703,36.45490451752825,27.359716089015194,22.620914960105786,106.03731726501911,9.858268545937662,Slow,93.31666199409499,Li-ion,147.0,Model C,2.0
44.62883850814457,3.8625358154471447,0.0,25.121772245311963,32.16428588790872,,13.281591356755113,Slow,97.61413150781688,LiFePO4,323.0,Model C,3.0
38.63083060431403,3.8810672948464178,78.09876172015325,31.467258305607967,28.067318596853536,87.05965634438647,8.403042813830087,Fast,95.89541785070318,LiFePO4,733.0,Model A,2.0
60.86956685121233,3.593620324786115,48.227509449096246,32.067265066415395,24.976364890104797,84.01741311256096,7.038812069923619,Slow,602.9712007876187,LiFePO4,10.0,Model C,2.0
53.25505997633451,3.331716777920072,38.4892508895477,33.383023599161916,20.085788850229278,99.14012509745925,10.76538648075377,Fast,97.41595093477659,LiFePO4,505.0,Model A,2.0
90.22612448216032,3.4137905979767913,72.82931083897708,31.335467646660074,22.639327648233728,64.29925923671857,10.560212741475906,Slow,96.62998092242397,Li-ion,432.0,Model B,4.175778421355146
67.52605019832298,3.8043483855761195,51.27167058817342,236.05221559121355,25.368355724788813,100.46512348302109,11.818167155760342,N/A,96.27019491222484,Li-ion,400.0,Model A,2.0
38.687919670630116,3.8584521684531587,76.72122887146591,29.080301902127825,21.18586454736434,66.01360017341088,7.8235472285280325,Slow,94.77466807531084,LiFePO4,195.0,Model C,1.0
100.0,3.9867521881875523,9.911017452234645,23.462811478563196,29.720979881580384,69.58037247818847,10.087473314060604,Slow,100.0,Li-ion,412.0,Model A,2.0
87.10799026878306,3.6022591433146993,91.91420652832261,33.44174190049698,22.535949670664593,18.537034989581038,7.711471062454541,Fast,95.61497632894749,LiFePO4,329.0,Model B,2.0
61.638102283595885,29.184907663093583,54.811234139824904,35.87946283996843,11.122414742847175,70.8825767388324,9.62408807328178,Slow,,LiFePO4,389.0,Model A,2.0
38.468069546799946,3.8059905191534837,61.861634789524516,341.56236606916804,18.570450910541485,111.58307203706904,8.469515946595084,Slow,96.54295774670601,Li-ion,700.0,####,1.0
67.60116052292547,3.704253692715348,54.110393124037394,21.07174140299928,26.350607576402222,39.01883718110971,8.59650663159767,Fast,,Li-ion,10.0,Model C,2.0
52.279610690517046,3.031789740659911,54.76458546600716,31.879577159875314,30.063361683801592,10.0,7.333318043734795,Fast,95.75140393892507,Li-ion,246.0,Model C,3.0
86.95580850393719,3.7956371664536483,85.79428926733105,27.97134542451418,26.35750074920373,,12.193901635134447,Slow,95.22187983922188,Li-ion,369.0,Model B,1.0
71.57175739191766,3.7353221793147946,29.927145298513093,289.04531940378166,27.061650771031374,,13.457734348364331,Slow,94.11300252515483,LiFePO4,538.0,Model B,3.0
72.97804991960949,3.581590579863705,45.623570979586134,33.723894464757734,25.657367542609332,67.94840046284638,7.317737400948295,Fast,93.84765851095204,Li-ion,731.0,Model B,2.0
57.127465155688654,3.8628924829983085,85.31146132328388,30.65037357513587,29.21901540964592,82.74110489972934,8.676961451448665,Slow,97.79962292129039,Li-ion,10.0,Model B,3.0
,4.146866260003904,,28.319258441227582,26.041359494090475,105.52431704433963,5.530643376449925,Slow,98.82528405894386,LiFePO4,245.0,Model A,2.0
46.912495148608926,4.300082642364249,62.3756967821485,28.374563165843583,31.75109362273991,65.67733983682442,8.467782999735691,Slow,98.63919019434621,LiFePO4,256.0,Model C,2.0
43.72631052128436,4.1668173792824295,56.196158244555676,31.212374950402253,33.019343497530265,88.63653261388767,8.04916217085954,Fast,94.74816071372837,Li-ion,341.0,Model B,2.0
47.05522335161085,3.975842845005294,30.645599463474163,29.01250657438842,24.778720731757463,57.15324285059569,13.815697704419346,Fast,96.90289765950519,LiFePO4,356.0,Model B,3.0
94.86073870435659,4.127931773316429,70.27089579694218,30.82304543405323,19.905230027767168,81.74218980631898,9.656320599989394,Fast,96.27838448216824,LiFePO4,54.0,Model C,1.0
85.23125406166135,3.5786893523656604,44.889850677993195,31.04267700256454,,89.25995955367638,5.924366062346439,Fast,96.61617218021013,LiFePO4,559.0,Model C,2.0
28.714849587946738,4.102995842451671,69.49893048116941,27.233087626313303,31.689739506731588,99.19235389506068,10.502706766897603,Fast,598.3911724577063,LiFePO4,395.0,Model A,3.0
55.072186280198835,4.069498489289214,30.602996050751507,27.415256359493497,,100.97009411894913,10.176891075692762,Fast,96.94577132928326,Li-ion,620.0,Model C,1.0
55.11652552047109,3.5254428194816616,46.59677635389876,28.64999306490674,16.15376904833171,103.10731229114731,9.843646769937486,Slow,95.52381059875805,LiFePO4,425.0,Model B,3.0
74.52706545842733,4.355400699764629,51.091842074732654,22.202866013438687,29.479379198832618,66.03353858947565,54.326018187761385,Fast,95.1297092919741,LiFePO4,358.0,Model A,3.0
38.065356708353946,3.656019478503708,57.50048655486981,32.85452798600041,26.022879288246553,115.70225609802539,11.710712755485753,Slow,96.51488186616513,LiFePO4,526.0,Model C,3.0
76.58473328993303,3.4155026623223472,46.998755157986196,29.39286844457404,,88.00786316338503,5.874561556377011,Slow,98.05900814473245,LiFePO4,312.0,Model A,1.0
68.27960085858214,3.692477741821333,37.92701912326142,28.34938684391714,36.951198576692676,91.05097956620168,6.34104652013733,Slow,98.84980873256023,Li-ion,181.0,Model A,3.0
58.986781954737495,3.89700823766419,8.923933099228073,34.22365363562127,14.975220992855316,86.48949210265046,13.917717037691599,Slow,100.0,Li-ion,377.0,Model A,3.0
63.736225102837246,3.4369391198390122,20.368755390266884,28.579004307193223,22.438525838402676,29.77134491868963,15.598377730880006,Fast,98.14268586440006,LiFePO4,10.0,Model C,3.0
83.15192369552588,3.743338853514025,,29.09756137925255,25.338600303721577,41.4318966713138,7.2006278143901215,Slow,98.55003484814456,Li-ion,418.0,Model B,1.0
82.61707892949079,3.2306594178350245,64.5181030824982,25.86713478069484,34.31898132459911,69.42213840313934,10.368745497703113,Fast,96.82396750616746,Li-ion,171.0,Model B,1.0
36.586304512191546,4.266557110383931,28.95251926745278,28.53078426353447,27.815808940347047,72.53759880598012,8.47103468715074,Slow,97.79039182504819,LiFePO4,320.0,Model A,2.0
52.29189483543593,3.599702127753712,75.74962275110522,24.94783707745384,21.25369257050575,96.98279965092965,8.254021246203404,Slow,98.99862085580587,Li-ion,309.0,Model A,2.0
82.07828150389507,4.09985663988311,41.49785105444044,26.07592474597532,19.703388111441566,70.50089667776102,5.680137109320986,Slow,97.64495463017627,Li-ion,399.0,Model A,1.0
59.414472676890135,3.5720195347067287,35.8874158481444,27.607304358624347,18.35144279683755,62.69678647684033,10.065763932774757,N/A,95.71834398192175,Li-ion,489.0,Model A,1.0
25.754216870209852,3.7575395142275827,34.17817876877891,24.732943467949067,24.907416817941154,62.67815437225143,9.581984802712274,Slow,99.20891251138946,Li-ion,373.0,Model B,1.0
79.34036078471462,3.4799907792865628,52.45850443574702,34.167739619162155,22.299276108002427,55.85765886199728,11.136793892029678,Slow,96.6701641380237,Li-ion,469.0,Model B,1.0
76.9907148158602,4.024951711669635,40.6190354161594,30.21228587883929,28.016375863235222,,7.80155696301856,Slow,96.61096002201403,Li-ion,300.0,Model C,1.0
57.686721517486625,4.1247704159163145,50.656551668108904,34.132220327531655,19.447306845144745,611.9046301253825,9.56591889542012,Fast,98.26287140933464,LiFePO4,209.0,Model A,1.0
62.1437857431169,3.4815965938146087,17.652164388839083,26.917335602538266,18.84712451442513,70.4223059420352,12.894555553100343,Fast,96.70192253429246,Li-ion,253.0,Model C,1.0
54.7194068466158,4.1350972018534975,0.0,27.699751450815818,18.68093847909672,109.0971847853439,8.406070701118404,Fast,100.0,LiFePO4,10.0,Model B,2.0
62.84201649662907,4.263539895273201,69.81406313042467,30.435718766469673,29.033051464176772,65.95960894675665,11.114134188845734,Fast,93.82361394494977,Li-ion,796.0,Model B,3.0
85.27438113014028,3.7862347193040042,90.88372530688403,33.37100582466818,20.81216341717527,111.92820022600783,,Slow,94.08801418993265,LiFePO4,10.0,Model A,1.0
42.73426893705353,3.8424420882062607,42.7180392109836,34.66082260283035,28.867148473446065,114.32081708029281,10.694229139520521,Slow,98.47287189211006,LiFePO4,10.0,Model B,2.0
82.38348251985826,3.443767381654811,22.449194819803473,29.44911907694664,26.421050573127168,64.17767199950296,7.24951136950463,Fast,94.84128863472084,Li-ion,,Model B,1.0
53.83041688681564,3.6445801328197196,53.76538686599027,33.95669038921489,23.792506996344468,146.56839517765403,8.443635442315475,Slow,92.78416757720221,LiFePO4,429.0,Model C,1.0
51.96369540880559,3.856879373984346,45.87721293977743,36.78680572643601,,71.06469370704784,16.297190752482635,Fast,97.55297678292283,LiFePO4,533.0,Model B,1.0
68.37046123208707,3.721373383367016,33.549533109420054,27.103703026520165,20.51529499088062,85.5483819142913,7.585945139946249,Slow,96.7530686208705,Li-ion,498.0,Model C,1.0
77.58944019613784,,83.03332362607892,40.48603704517364,19.595384283320236,53.51524840629067,11.960778179476357,Slow,97.17864010361654,LiFePO4,257.0,Model B,2.0
33.010572990322956,4.406983372455133,43.58842937503054,28.03929555546393,30.451739042455834,57.97343411373003,12.991551641846058,Slow,97.52338727898041,Li-ion,172.0,Model C,1.0
59.66044470910451,3.834442621018587,83.21683743345815,31.832537248057037,24.481578994795264,49.116803859481145,7.611509412150224,Slow,,Li-ion,535.0,Model B,
100.0,3.748283076127766,55.449369939795695,42.5128117249728,23.89200609221537,54.971429486777865,12.12797883552364,Fast,96.819406677537,Li-ion,305.0,Model A,1.0
32.646696695399854,3.404878296669703,43.722452416531546,32.08680615233466,27.856292451185276,127.42484008325837,13.82281643005832,Slow,95.5241915984074,Li-ion,658.0,Model C,2.0
38.37244413536534,3.3395067628839006,13.75440058505852,29.556926700068942,21.656585147151787,108.54910180577129,11.152595871201454,Fast,93.7585769239271,LiFePO4,475.0,Model B,2.0
42.98165844684438,3.581230612054866,80.43417101098125,35.95633712946767,28.05544984292927,81.82629957692056,14.15879238903091,Slow,98.06846709278925,LiFePO4,89.0,Model A,2.0
73.88265521701689,4.109715261599423,57.29833731058155,33.00599959491035,15.255666786143944,66.1628558363679,12.834561394878625,Slow,96.02625587039535,Li-ion,656.0,Model A,2.0
52.5092542131142,4.136569650144344,54.82168228161638,32.604372717364924,27.022058361865692,93.81342456362407,7.153601225933787,Slow,97.05250707644404,LiFePO4,504.0,Model B,2.0
40.21388917055165,4.084078230997787,,35.4841451188915,29.293943542091526,54.47890693129406,3.658914096942805,Fast,96.58486334234537,LiFePO4,1353.832914969596,Model A,3.0
45.46629235124786,3.8734324773086044,91.74065792311416,,23.846983595923888,30.947884363136204,6.173114657963656,Fast,98.24454974418398,Li-ion,691.0,Model B,3.0
96.29112151206371,3.7501589440245806,12.159779886408764,31.83384580537572,20.879939517226443,50.705082090655694,10.51512111727386,Slow,97.7638409286761,Li-ion,124.0,Model B,2.0
73.4048084604011,3.6549757115809753,33.03523202643545,39.28225597464909,26.025427269243835,114.4072045222112,4.924792098831487,Slow,96.11963080679958,Li-ion,10.0,Model A,1.0
74.10895585434966,4.147829533963752,56.92147471683468,31.7395050218635,22.420005684124156,61.95714177814688,12.171015191746609,Slow,99.99330382364181,LiFePO4,261.0,Model C,3.0
60.63701590775755,3.723627060197697,67.73029665215513,,23.87798239360371,97.3769419132131,8.762166467336918,Fast,98.44826877299626,LiFePO4,412.0,Model A,2.0
43.13124611009887,4.479445825098926,71.24925393618798,26.251775236441635,28.865600825296568,98.46694625092678,15.501541379166431,Fast,93.29971926764676,Li-ion,209.0,Model B,2.0
66.81011741730875,4.207303421310405,114.51925539707773,25.94416707932522,24.875394204930803,71.00055485935897,11.589697757559719,Fast,94.73005356576846,LiFePO4,304.0,Model A,1.0
67.5951805584955,4.331466547988843,58.44941009653605,29.919328020503837,22.721824447623288,92.51373712279108,17.337201217778496,Slow,96.42879572503294,LiFePO4,243.0,Model C,2.0
74.39149531493787,3.655261507704122,52.178354654943,32.62393365302697,19.067523176822654,68.00629702838705,8.252508616388575,Slow,96.20024842946557,Li-ion,440.0,Model B,3.0
100.0,3.134288707280197,56.648874121786974,27.733991170152514,23.47002518018503,68.38736718384328,,Slow,95.35683621855857,LiFePO4,304.0,Model B,3.0
39.2492024166547,3.645237832717775,21.204331194122815,22.939568917575084,19.52312720474902,87.76914749004477,6.574486373511359,Slow,98.5991069234272,LiFePO4,218.0,Model C,3.0
67.9158637774861,3.738808504946336,26.553447033577456,30.989386279767242,16.56533460943239,56.95702764033658,6.892412785253496,Fast,97.99309140539766,Li-ion,262.0,Model B,1.0
54.14784444249568,3.720807902267067,59.469705571046035,35.519857089200876,23.232173135347974,10.0,9.862509965619562,Fast,100.0,Li-ion,558.0,Model B,1.0
55.47727979628246,3.6342651377696233,48.024309881557336,22.967443621214496,21.156550725983852,101.79051044137982,10.339249929210888,Fast,97.12515919874018,Li-ion,228.0,Model A,3.0
48.67177472930324,4.020601849536392,36.24424834747121,21.99942177953472,29.9842287144161,82.827280857634,16.830556901883483,Slow,100.0,Li-ion,316.0,Model C,1.0
48.52958304825938,3.5699543732973873,93.7068342742947,35.148216068213216,25.055010964184408,72.31840833630399,8.748479000087631,Fast,100.0,LiFePO4,218.0,Model C,2.0
44.967677880195836,3.8633502989927857,286.03544629992,27.654436853173245,17.03920653297868,115.28665207634035,3.32892390109855,Slow,98.95779215862409,LiFePO4,317.0,Model A,3.0
100.0,3.812038986184736,102.80315058293137,39.912752531369776,25.61824648720439,83.42657765290578,10.92406004147973,Fast,95.54650877335979,LiFePO4,316.0,Model B,1.0
3.826624141078561,3.185311939449903,45.558086925187574,21.75149030434659,30.065571099126576,54.50360450969134,9.647565628549197,Fast,97.37284143978587,Li-ion,192.0,Model A,1.0
65.02219637503563,3.8222010195483125,74.38868419359137,28.748646795126497,24.522267989441133,142.32991607363385,13.304857390241352,Fast,99.17014854522361,Li-ion,350.0,Model C,2.0
58.09253477703127,3.5414807165495255,40.15740018710114,27.618815679050783,24.27308954685766,71.27907268315212,12.127796806578313,Slow,99.63511617794269,LiFePO4,496.0,Model B,1.0
57.454132253893675,3.752749329185928,41.49436296354956,26.335857925131112,18.219597947312142,86.82692882075771,8.597354993685537,Slow,99.31373934751569,Li-ion,486.0,Model A,2.0
52.85934574735229,3.6163442284297536,69.78695144944031,32.74129480667216,,111.36192513936771,8.579518462417177,Fast,,Li-ion,127.0,Model A,3.0
71.22893323905627,3.389985637949094,0.0,29.122175248325885,22.97458359064643,26.19641884871293,10.271657122491142,Slow,95.30255747800626,Li-ion,80.0,Model A,3.0
41.22037155892876,3.537717318078166,70.13528454673222,,34.29577112108983,136.68993807891422,9.260997610922995,Fast,,Li-ion,393.0,Model B,3.0
24.881752527510194,3.943745883324911,58.321354045359826,29.314839115460305,30.971086514355235,79.48012533491698,8.276665100220955,Slow,95.39460979811332,LiFePO4,441.0,Model C,3.0
85.06871222062972,4.423302719047375,69.47240855309107,25.10318084973692,25.95164582369537,67.75128451621417,16.034145299644997,Fast,98.96523583927447,LiFePO4,547.0,Model C,2.0
84.99774286323381,3.3276335329140476,62.34320956263545,26.893322267746278,18.240231259336408,64.18535732857349,18.812855617759734,Slow,100.0,LiFePO4,125.0,Model A,3.0
33.12015688413357,,88.4207060703178,24.97165497951836,26.037168233625664,90.53152767133876,6.949440195192502,Fast,96.68386459631162,LiFePO4,243.0,Model B,8.351556842710291
81.52196294758143,4.387878648731231,17.127867488907896,29.0901002924441,20.842730546541137,86.55369419123323,9.436345907602306,Fast,95.2612075274394,LiFePO4,452.0,Model B,1.0
51.607134483401055,3.6920134801139346,34.40226384160661,32.952205250317085,20.303097722342773,70.7733849011889,11.720578078989622,Slow,96.38130035807721,LiFePO4,423.0,Model B,2.0
73.92514124870259,3.5967942793291967,26.39500046555153,34.62310557882677,22.778680860957017,93.18883555621215,9.854945317899938,Fast,97.97885683859637,LiFePO4,,Model B,1.0
64.98964281857847,4.145140043493715,66.41729159905691,24.876672630775758,27.15285082461301,136.86573809271968,7.844349225396643,Slow,100.0,LiFePO4,363.0,Model B,3.0
66.41245026238123,3.8604406201188373,50.33208856628959,26.76386081027666,33.034786542048906,80.74216967287376,10.886447641877853,Fast,93.02424676070108,Li-ion,432.0,Model C,3.0
57.01982534483404,3.6978204254399474,39.87905783043159,32.387238944508304,19.610918936858006,135.26274732036205,8.19515682473961,Slow,98.8932102164247,Li-ion,294.0,Model C,1.0
51.54588968922613,3.6295664727668537,41.75919154105712,26.150651472652395,20.483455370812894,108.39952069708696,13.408898142488942,Fast,98.64073900658235,LiFePO4,191.0,Model A,1.0
100.0,3.451089505441819,27.301503202068883,26.171620676315875,22.003262570896666,86.66380688775513,9.414336001674217,Slow,98.93597056475245,LiFePO4,464.0,Model C,3.0
23.21134460992733,4.008184221760585,69.66101479795348,30.278672665493254,21.128934487770998,21.893673300476202,14.908034086174112,N/A,98.67098871466493,Li-ion,190.0,Model B,2.0
32.28459246060694,3.558391109719952,82.5790415559732,31.91503686944532,26.428595771392708,49.500762650766404,8.793016794208283,Slow,97.44993278757768,LiFePO4,382.0,Model C,3.0
,3.580506792636769,58.22091703926657,22.420005045352593,20.393146571651243,52.441068425733704,15.321381800580555,Fast,98.6785100828471,Li-ion,352.0,Model A,3.0
72.56185116731493,3.6496812523564994,39.88268825106502,33.761232727383394,28.41786330793677,39.720041672544816,5.265777349359489,Slow,100.0,Li-ion,499.0,Model A,1.0
46.30032167183047,3.932139094972166,47.48970316407222,30.176519313786216,22.826539662952364,108.31092460039176,11.066039882391678,Fast,97.82445596972816,LiFePO4,124.0,Model C,2.0
79.0081147288334,3.7866473414636492,19.8219724684275,31.714449229114457,26.85854893516988,79.45554634867149,5.208051483499785,Fast,96.37235131527618,Li-ion,10.0,Model A,2.0
86.9324216418412,4.148633691572824,43.342060315797454,30.333561161912414,24.221724581799677,77.05545098371618,6.575976384713143,Fast,96.68495809027979,Li-ion,337.0,Model C,12.527335264065437
50.962740844414206,3.8997240759177556,0.7763054517462038,36.706460592999264,28.98218036771794,92.73433767235568,18.16739390109985,Fast,97.08429285818067,???,819.0,Model A,2.0
77.27036792065427,4.029949666950398,55.2366641903566,36.008697677971604,21.57913570802431,114.54701574514455,9.012726727619267,Fast,97.22353662947081,LiFePO4,457.0,Model A,1.0
60.130455929181124,3.1537042474784993,50.71544362704746,26.695588670260783,16.008863584763645,98.59924847431768,9.676424981524887,Fast,95.66965063889624,LiFePO4,,Model C,1.0
67.89675935742893,3.8800915788872365,54.49145754823368,33.13797302278198,30.309674920426108,107.19536223219723,11.23110995056609,Slow,97.38526652220143,LiFePO4,279.0,Model A,
38.333476999239096,4.191675452781279,69.50532791628717,31.619965917249708,24.49312944914527,112.45968962689494,10.435675026280117,Slow,98.04004837076992,LiFePO4,143.0,Model B,3.0
69.93030448581682,3.6829609804014285,46.45184172570736,31.896604656977456,,105.51809456048241,9.799696176155878,Fast,98.07716011704152,LiFePO4,427.0,Model A,3.0
31.264700550338375,3.5651958495401956,45.67837444732665,28.12706817945748,24.000789223702363,160.39643523585272,12.197560577512636,Fast,95.78311785814472,Li-ion,414.0,Model B,3.0
35.16448041522629,3.85069684413676,6.860954428760692,31.205710319212045,25.285853834232856,65.30280092655772,9.35366242067117,Slow,99.16374943497702,LiFePO4,244.0,Model A,12.527335264065437
82.8541163485167,3.65610734446131,49.93545944400532,32.740516721221354,28.75863816884872,83.0896559265239,11.61407519752072,Slow,96.67164338660051,LiFePO4,388.0,Model A,1.0
69.65180826507742,3.488225984218928,11.964665890691087,34.92503971353025,19.74179684810055,113.50798823340807,8.925956336075734,Fast,96.37285104925708,Li-ion,184.0,Model C,3.0
41.254871596048325,4.288289474125654,59.34892810190028,38.58915243964806,16.913745406683397,73.88945045105845,8.505670324645257,Slow,100.0,LiFePO4,10.0,Model C,3.0
,4.439490573791931,34.842942424747235,29.401659056850047,20.171693065325265,94.03501439364413,14.364369395998967,Slow,96.15428931510178,LiFePO4,447.0,Model B,2.0
53.14427510602548,3.9195477521511615,,25.40662033711589,21.631512221811825,115.85780829348013,13.883671232411308,Slow,94.05169269483223,Li-ion,10.0,Model B,2.0
41.75643603838089,4.147663697544915,67.31420915427464,33.45225696713402,16.87324425005024,80.89264941245594,12.17968414186706,Fast,95.27215706467955,Li-ion,548.0,Model C,1.0
30.077519997640557,3.7163110808332296,59.86103420479673,21.332548560306204,18.286857752033065,82.00751163581937,9.873202559464891,Slow,95.54950057328203,Li-ion,545.0,Model C,2.0
83.47744765731282,3.6555346252604357,44.742248025297535,27.099101611390015,227.100896422698,121.21537726691345,11.481082224232514,Fast,99.65991779336986,Li-ion,10.0,Model A,
64.98958849417929,3.782473097876964,36.292450384846596,32.17154985204428,22.15387130893582,63.64229294593144,11.899137507993457,Fast,96.7009323329478,LiFePO4,130.0,Model C,2.0
